tropes,url
"Cool, but Inefficient",https://tvtropes.org/pmwiki/pmwiki.php/Main/CoolButInefficient
Cool Chair,https://tvtropes.org/pmwiki/pmwiki.php/Main/CoolChair
Cool Gate,https://tvtropes.org/pmwiki/pmwiki.php/Main/CoolGate
Cool Key,https://tvtropes.org/pmwiki/pmwiki.php/Main/CoolKey
Cool Starship,https://tvtropes.org/pmwiki/pmwiki.php/Main/CoolStarship
Corralled Cosmos,https://tvtropes.org/pmwiki/pmwiki.php/Main/CorralledCosmos
Cosmic Chess Game,https://tvtropes.org/pmwiki/pmwiki.php/Main/CosmicChessGame
Cosmic Flaw,https://tvtropes.org/pmwiki/pmwiki.php/Main/CosmicFlaw
Cosmic Keystone,https://tvtropes.org/pmwiki/pmwiki.php/Main/CosmicKeystone
Cosy Catastrophe,https://tvtropes.org/pmwiki/pmwiki.php/Main/CosyCatastrophe
Counter-Earth,https://tvtropes.org/pmwiki/pmwiki.php/Main/CounterEarth
Courier,https://tvtropes.org/pmwiki/pmwiki.php/Main/Courier
Crazy Cultural Comparison,https://tvtropes.org/pmwiki/pmwiki.php/Main/CrazyCulturalComparison
Creation Myth,https://tvtropes.org/pmwiki/pmwiki.php/Main/CreationMyth
Creative Sterility,https://tvtropes.org/pmwiki/pmwiki.php/Main/CreativeSterility
Creature-Hunter Organization,https://tvtropes.org/pmwiki/pmwiki.php/Main/CreatureHunterOrganization
Creepy Monotone,https://tvtropes.org/pmwiki/pmwiki.php/Main/CreepyMonotone
Cross-Cultural Handshake,https://tvtropes.org/pmwiki/pmwiki.php/Main/CrossCulturalHandshake
Crossover Cosmology,https://tvtropes.org/pmwiki/pmwiki.php/Main/CrossoverCosmology
Cryonics Failure,https://tvtropes.org/pmwiki/pmwiki.php/Main/CryonicsFailure
Cryo-Prison,https://tvtropes.org/pmwiki/pmwiki.php/Main/CryoPrison
Cryo Sickness,https://tvtropes.org/pmwiki/pmwiki.php/Main/CryoSickness
Crystal Clear Picture,https://tvtropes.org/pmwiki/pmwiki.php/Main/CrystalClearPicture
Crystal Spires and Togas,https://tvtropes.org/pmwiki/pmwiki.php/Main/CrystalSpiresAndTogas
Cult Colony,https://tvtropes.org/pmwiki/pmwiki.php/Main/CultColony
Culture Clash,https://tvtropes.org/pmwiki/pmwiki.php/Main/CultureClash
Curse Escape Clause,https://tvtropes.org/pmwiki/pmwiki.php/Main/CurseEscapeClause
Curse of Babel,https://tvtropes.org/pmwiki/pmwiki.php/Main/CurseOfBabel
Cut the Juice,https://tvtropes.org/pmwiki/pmwiki.php/Main/CutTheJuice
Cybernetics Eat Your Soul,https://tvtropes.org/pmwiki/pmwiki.php/Main/CyberneticsEatYourSoul
Cyborg,https://tvtropes.org/pmwiki/pmwiki.php/Main/Cyborg
Cyborg Helmsman,https://tvtropes.org/pmwiki/pmwiki.php/Main/CyborgHelmsman
Danger in the Galactic Core,https://tvtropes.org/pmwiki/pmwiki.php/Main/DangerInTheGalacticCore
Dangled by a Giant,https://tvtropes.org/pmwiki/pmwiki.php/Main/DangledByAGiant
Dawn of an Era,https://tvtropes.org/pmwiki/pmwiki.php/Main/DawnOfAnEra
The Day of Reckoning,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheDayOfReckoning
Days of Future Past,https://tvtropes.org/pmwiki/pmwiki.php/Main/DaysOfFuturePast
Dead Alternate Counterpart,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeadAlternateCounterpart
Dead to Begin With,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeadToBeginWith
Deadly Force Field,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeadlyForceField
Death from Above,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeathFromAbove
Death Means Humanity,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeathMeansHumanity
Death of Personality,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeathOfPersonality
Death Ray,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeathRay
Death's Hourglass,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeathsHourglass
Death World,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeathWorld
Decade Dissonance,https://tvtropes.org/pmwiki/pmwiki.php/Main/DecadeDissonance
Decontamination Chamber,https://tvtropes.org/pmwiki/pmwiki.php/Main/DecontaminationChamber
Deflector Shields,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeflectorShields
Demihuman,https://tvtropes.org/pmwiki/pmwiki.php/Main/Demihuman
Demon Slaying,https://tvtropes.org/pmwiki/pmwiki.php/Main/DemonSlaying
Demythification,https://tvtropes.org/pmwiki/pmwiki.php/Main/Demythification
Depopulation Bomb,https://tvtropes.org/pmwiki/pmwiki.php/Main/DepopulationBomb
Descriptively-Named Species,https://tvtropes.org/pmwiki/pmwiki.php/Main/DescriptivelyNamedSpecies
Designer Babies,https://tvtropes.org/pmwiki/pmwiki.php/Main/DesignerBabies
Detachable Lower Half,https://tvtropes.org/pmwiki/pmwiki.php/Main/DetachableLowerHalf
Detachment Combat,https://tvtropes.org/pmwiki/pmwiki.php/Main/DetachmentCombat
Deus Est Machina,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeusEstMachina
Deus Sex Machina,https://tvtropes.org/pmwiki/pmwiki.php/Main/DeusSexMachina
"Devil, but No God",https://tvtropes.org/pmwiki/pmwiki.php/Main/DevilButNoGod
Dhampyr,https://tvtropes.org/pmwiki/pmwiki.php/Main/Dhampyr
Die or Fly,https://tvtropes.org/pmwiki/pmwiki.php/Main/DieOrFly
Different States of America,https://tvtropes.org/pmwiki/pmwiki.php/Main/DifferentStatesOfAmerica
"Different World, Different Movies",https://tvtropes.org/pmwiki/pmwiki.php/Main/DifferentWorldDifferentMovies
Digitized Hacker,https://tvtropes.org/pmwiki/pmwiki.php/Main/DigitizedHacker
Dilating Door,https://tvtropes.org/pmwiki/pmwiki.php/Main/DilatingDoor
Dinky Drivers,https://tvtropes.org/pmwiki/pmwiki.php/Main/DinkyDrivers
Disappears into Light,https://tvtropes.org/pmwiki/pmwiki.php/Main/DisappearsIntoLight
Discount Lesbians,https://tvtropes.org/pmwiki/pmwiki.php/Main/DiscountLesbians
Disintegration Chamber,https://tvtropes.org/pmwiki/pmwiki.php/Main/DisintegrationChamber
Disintegrator Ray,https://tvtropes.org/pmwiki/pmwiki.php/Main/DisintegratorRay
Disposable Superhero Maker,https://tvtropes.org/pmwiki/pmwiki.php/Main/DisposableSuperheroMaker
Distress Call,https://tvtropes.org/pmwiki/pmwiki.php/Main/DistressCall
Divided States of America,https://tvtropes.org/pmwiki/pmwiki.php/Main/DividedStatesOfAmerica
Divine Ranks,https://tvtropes.org/pmwiki/pmwiki.php/Main/DivineRanks
Do Androids Dream?,https://tvtropes.org/pmwiki/pmwiki.php/Main/DoAndroidsDream
Do-Anything Robot,https://tvtropes.org/pmwiki/pmwiki.php/Main/DoAnythingRobot
Does Not Like Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/DoesNotLikeMagic
Doing in the Scientist,https://tvtropes.org/pmwiki/pmwiki.php/Main/DoingInTheScientist
Doing In the Wizard,https://tvtropes.org/pmwiki/pmwiki.php/Main/DoingInTheWizard
Domed Hometown,https://tvtropes.org/pmwiki/pmwiki.php/Main/DomedHometown
Dominant Species Genes,https://tvtropes.org/pmwiki/pmwiki.php/Main/DominantSpeciesGenes
Do Not Adjust Your Set,https://tvtropes.org/pmwiki/pmwiki.php/Main/DoNotAdjustYourSet
Doppelgänger Gets Same Sentiment,https://tvtropes.org/pmwiki/pmwiki.php/Main/DoppelgangerGetsSameSentiment
"Double Standard: Rape, Sci-Fi",https://tvtropes.org/pmwiki/pmwiki.php/Main/DoubleStandardRapeSciFi
Down the Rabbit Hole,https://tvtropes.org/pmwiki/pmwiki.php/Main/DownTheRabbitHole
Dowsing Device,https://tvtropes.org/pmwiki/pmwiki.php/Main/DowsingDevice
Dramatic Alien VTOL,https://tvtropes.org/pmwiki/pmwiki.php/Main/DramaticAlienVTOL
Dramatic Space Drifting,https://tvtropes.org/pmwiki/pmwiki.php/Main/DramaticSpaceDrifting
The Dreaded Dreadnought,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheDreadedDreadnought
Dreaming of Things to Come,https://tvtropes.org/pmwiki/pmwiki.php/Main/DreamingOfThingsToCome
Dreams vs. Nightmares,https://tvtropes.org/pmwiki/pmwiki.php/Main/DreamsVsNightmares
Always Lawful Good,https://tvtropes.org/pmwiki/pmwiki.php/Main/AlwaysLawfulGood
Always Chaotic Evil,https://tvtropes.org/pmwiki/pmwiki.php/Main/AlwaysChaoticEvil
Dr. Frankenstein,https://tvtropes.org/pmwiki/pmwiki.php/Main/DrFrankenstein
Drop Pod,https://tvtropes.org/pmwiki/pmwiki.php/Main/DropPod
Drop Ship,https://tvtropes.org/pmwiki/pmwiki.php/Main/DropShip
Dying Race,https://tvtropes.org/pmwiki/pmwiki.php/Main/DyingRace
Dyson Sphere,https://tvtropes.org/pmwiki/pmwiki.php/Main/DysonSphere
Dystopia,https://tvtropes.org/pmwiki/pmwiki.php/Main/Dystopia
Dystopian Edict,https://tvtropes.org/pmwiki/pmwiki.php/Main/DystopianEdict
Earth Is the Center of the Universe,https://tvtropes.org/pmwiki/pmwiki.php/Main/EarthIsTheCenterOfTheUniverse
Earth-Shattering Kaboom,https://tvtropes.org/pmwiki/pmwiki.php/Main/EarthShatteringKaboom
Earth That Used to Be Better,https://tvtropes.org/pmwiki/pmwiki.php/Main/EarthThatUsedToBeBetter
Earth That Was,https://tvtropes.org/pmwiki/pmwiki.php/Main/EarthThatWas
Easily Detachable Robot Parts,https://tvtropes.org/pmwiki/pmwiki.php/Main/EasilyDetachableRobotParts
Easily Thwarted Alien Invasion,https://tvtropes.org/pmwiki/pmwiki.php/Main/EasilyThwartedAlienInvasion
Eating Optional,https://tvtropes.org/pmwiki/pmwiki.php/Main/EatingOptional
Eerily Out-of-Place Object,https://tvtropes.org/pmwiki/pmwiki.php/Main/EerilyOutOfPlaceObject
Elaborate Underground Base,https://tvtropes.org/pmwiki/pmwiki.php/Main/ElaborateUndergroundBase
Eldritch Starship,https://tvtropes.org/pmwiki/pmwiki.php/Main/EldritchStarship
Electric Instant Gratification,https://tvtropes.org/pmwiki/pmwiki.php/Main/ElectricInstantGratification
Electromagnetic Ghosts,https://tvtropes.org/pmwiki/pmwiki.php/Main/ElectromagneticGhosts
Elemental Baggage,https://tvtropes.org/pmwiki/pmwiki.php/Main/ElementalBaggage
Elvis Has Left the Planet,https://tvtropes.org/pmwiki/pmwiki.php/Main/ElvisHasLeftThePlanet
Elvis Lives,https://tvtropes.org/pmwiki/pmwiki.php/Main/ElvisLives
Emergency Transformation,https://tvtropes.org/pmwiki/pmwiki.php/Main/EmergencyTransformation
Emergent Human,https://tvtropes.org/pmwiki/pmwiki.php/Main/EmergentHuman
Eminently Enigmatic Race,https://tvtropes.org/pmwiki/pmwiki.php/Main/EminentlyEnigmaticRace
Emotion Bomb,https://tvtropes.org/pmwiki/pmwiki.php/Main/EmotionBomb
Emotions vs. Stoicism,https://tvtropes.org/pmwiki/pmwiki.php/Main/EmotionsVsStoicism
Enclosed Extraterrestrials,https://tvtropes.org/pmwiki/pmwiki.php/Main/EnclosedExtraterrestrials
"""End Is Nigh"" Ending",https://tvtropes.org/pmwiki/pmwiki.php/Main/EndIsNighEnding
Endless Daytime,https://tvtropes.org/pmwiki/pmwiki.php/Main/EndlessDaytime
End of an Age,https://tvtropes.org/pmwiki/pmwiki.php/Main/EndOfAnAge
The End of the World as We Know It,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheEndOfTheWorldAsWeKnowIt
"""End of the World"" Special",https://tvtropes.org/pmwiki/pmwiki.php/Main/EndOfTheWorldSpecial
Enemies with Death,https://tvtropes.org/pmwiki/pmwiki.php/Main/EnemiesWithDeath
Energy Economy,https://tvtropes.org/pmwiki/pmwiki.php/Main/EnergyEconomy
Energy Weapon,https://tvtropes.org/pmwiki/pmwiki.php/Main/EnergyWeapon
Enforced Technology Levels,https://tvtropes.org/pmwiki/pmwiki.php/Main/EnforcedTechnologyLevels
Enhanced Archaic Weapon,https://tvtropes.org/pmwiki/pmwiki.php/Main/EnhancedArchaicWeapon
Escape Pod,https://tvtropes.org/pmwiki/pmwiki.php/Main/EscapePod
Eternal English,https://tvtropes.org/pmwiki/pmwiki.php/Main/EternalEnglish
Eternal Love,https://tvtropes.org/pmwiki/pmwiki.php/Main/EternalLove
Eternal Prohibition,https://tvtropes.org/pmwiki/pmwiki.php/Main/EternalProhibition
Eternal Recurrence,https://tvtropes.org/pmwiki/pmwiki.php/Main/EternalRecurrence
E.T. Gave Us Wi-Fi,https://tvtropes.org/pmwiki/pmwiki.php/Main/ETGaveUsWiFi
Ethnic Magician,https://tvtropes.org/pmwiki/pmwiki.php/Main/EthnicMagician
Excessive Steam Syndrome,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExcessiveSteamSyndrome
Every Device Is a Swiss-Army Knife,https://tvtropes.org/pmwiki/pmwiki.php/Main/EveryDeviceIsASwissArmyKnife
Everyone Is a Super,https://tvtropes.org/pmwiki/pmwiki.php/Main/EveryoneIsASuper
Everything Is an iPod in the Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/EverythingIsAnIpodInTheFuture
Everything in Space Is a Galaxy,https://tvtropes.org/pmwiki/pmwiki.php/Main/EverythingInSpaceIsAGalaxy
Evil Costume Switch,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvilCostumeSwitch
Evil-Detecting Baby,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvilDetectingBaby
Evil-Detecting Dog,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvilDetectingDog
Evil Hand,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvilHand
Evil Luddite,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvilLuddite
Evil Me Scares Me,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvilMeScaresMe
Evilutionary Biologist,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvilutionaryBiologist
Evil Weapon,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvilWeapon
Evolutionary Levels,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvolutionaryLevels
Evolutionary Stasis,https://tvtropes.org/pmwiki/pmwiki.php/Main/EvolutionaryStasis
The Exact Center of Everything,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheExactCenterOfEverything
Existential Horror,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExistentialHorror
Exotic Equipment,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExoticEquipment
Expanded States of America,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExpandedStatesOfAmerica
Expendable Alternate Universe,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExpendableAlternateUniverse
Explosions in Space,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExplosionsInSpace
Explosive Decompression,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExplosiveDecompression
Expo Label,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExpoLabel
Exposed Extraterrestrials,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExposedExtraterrestrials
Exposition Intuition,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExpositionIntuition
Exposition of Immortality,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExpositionOfImmortality
Expospeak,https://tvtropes.org/pmwiki/pmwiki.php/Main/Expospeak
Express Delivery,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExpressDelivery
Extinct Animal Park,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtinctAnimalPark
Extinct in the Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtinctInTheFuture
Extradimensional Power Source,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtradimensionalPowerSource
Extranormal Institute,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtranormalInstitute
"Extraordinary World, Ordinary Problems",https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtraordinaryWorldOrdinaryProblems
Extra Parent Conception,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtraParentConception
Extra-Strength Masquerade,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtraStrengthMasquerade
Extreme Speculative Stratification,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtremeSpeculativeStratification
Extremophile Lifeforms,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtremophileLifeforms
Exty Years from Publication,https://tvtropes.org/pmwiki/pmwiki.php/Main/ExtyYearsFromPublication
Eye Remember,https://tvtropes.org/pmwiki/pmwiki.php/Main/EyeRemember
The Eyes Have It,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheEyesHaveIt
Face Full of Alien Wing-Wong,https://tvtropes.org/pmwiki/pmwiki.php/Main/FaceFullOfAlienWingWong
Face–Monster Turn,https://tvtropes.org/pmwiki/pmwiki.php/Main/FaceMonsterTurn
"Faeries Don't Believe in Humans, Either",https://tvtropes.org/pmwiki/pmwiki.php/Main/FaeriesDontBelieveInHumansEither
Failsafe Failure,https://tvtropes.org/pmwiki/pmwiki.php/Main/FailsafeFailure
Failed Future Forecast,https://tvtropes.org/pmwiki/pmwiki.php/Main/FailedFutureForecast
The Fair Folk,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheFairFolk
Fallen States of America,https://tvtropes.org/pmwiki/pmwiki.php/Main/FallenStatesOfAmerica
Fake Wizardry,https://tvtropes.org/pmwiki/pmwiki.php/Main/FakeWizardry
Familiar,https://tvtropes.org/pmwiki/pmwiki.php/Main/Familiar
"Famous, Famous, Fictional",https://tvtropes.org/pmwiki/pmwiki.php/Main/FamousFamousFictional
Fang Thpeak,https://tvtropes.org/pmwiki/pmwiki.php/Main/FangThpeak
Fan of the Past,https://tvtropes.org/pmwiki/pmwiki.php/Main/FanOfThePast
Fantastic Aesop,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticAesop
Fantastical Social Services,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticalSocialServices
Fantastic Angst,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticAngst
Fantastic Arousal,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticArousal
Fantastic Caste System,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticCasteSystem
Fantastic Catholicism,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticCatholicism
Fantastic Drug,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticDrug
Fantastic Fallout,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticFallout
Fantastic Fantasy Is Mundane,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticFantasyIsMundane
Fantastic Fauna Counterpart,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticFaunaCounterpart
Fantastic Fighting Style,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticFightingStyle
Fantastic Firearms,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticFirearms
Fantastic Fruits and Vegetables,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticFruitsAndVegetables
Fantastic Ghetto,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticGhetto
Fantastic Honorifics,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticHonorifics
Fantastic Legal Weirdness,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticLegalWeirdness
Fantastic Light Source,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticLightSource
Fantastic Livestock,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticLivestock
Fantastic Measurement System,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticMeasurementSystem
Fantastic Naming Convention,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticNamingConvention
Fantastic Nuke,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticNuke
Fantastic Plastic,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticPlastic
Fantastic Rank System,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticRankSystem
Fantastic Recruitment Drive,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticRecruitmentDrive
Fantastic Religious Weirdness,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticReligiousWeirdness
Fantastic Romance,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticRomance
Fantastic Ship Prefix,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticShipPrefix
Fantastic Slurs,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticSlurs
Fantastic Terrorists,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticTerrorists
Fantastic Time Management,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticTimeManagement
Fantastic Underclass,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticUnderclass
Fantastic Vermin,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticVermin
"""Fantastic Voyage"" Plot",https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasticVoyagePlot
Fantasy Conflict Counterpart,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyConflictCounterpart
Fantasy Counterpart Appliance,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyCounterpartAppliance
Fantasy Counterpart Culture,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyCounterpartCulture
Fantasy Counterpart Map,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyCounterpartMap
Fantasy Counterpart Myth,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyCounterpartMyth
Fantasy Counterpart Religion,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyCounterpartReligion
Fantasy Gun Control,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyGunControl
Fantasy Kitchen Sink,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyKitchenSink
Fantasy Pantheon,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyPantheon
Fantasy World Map,https://tvtropes.org/pmwiki/pmwiki.php/Main/FantasyWorldMap
Faster-Than-Light Travel,https://tvtropes.org/pmwiki/pmwiki.php/Main/FasterThanLightTravel
Feed It with Fire,https://tvtropes.org/pmwiki/pmwiki.php/Main/FeedItWithFire
Fetish-Fuel Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/FetishFuelFuture
Feudal Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/FeudalFuture
Fictional Combat Troop,https://tvtropes.org/pmwiki/pmwiki.php/Main/FictionalCombatTroop
Fictional Earth,https://tvtropes.org/pmwiki/pmwiki.php/Main/FictionalEarth
Fictional Field of Science,https://tvtropes.org/pmwiki/pmwiki.php/Main/FictionalFieldOfScience
Fictional Geneva Conventions,https://tvtropes.org/pmwiki/pmwiki.php/Main/FictionalGenevaConventions
Fictional United Nations,https://tvtropes.org/pmwiki/pmwiki.php/Main/FictionalUnitedNations
Fiction as Cover-Up,https://tvtropes.org/pmwiki/pmwiki.php/Main/FictionAsCoverUp
Fight Off the Kryptonite,https://tvtropes.org/pmwiki/pmwiki.php/Main/FightOffTheKryptonite
First Contact,https://tvtropes.org/pmwiki/pmwiki.php/Main/FirstContact
First-Contact Math,https://tvtropes.org/pmwiki/pmwiki.php/Main/FirstContactMath
First Contact Team,https://tvtropes.org/pmwiki/pmwiki.php/Main/FirstContactTeam
Fisher King,https://tvtropes.org/pmwiki/pmwiki.php/Main/FisherKing
Fisher Kingdom,https://tvtropes.org/pmwiki/pmwiki.php/Main/FisherKingdom
Fish People,https://tvtropes.org/pmwiki/pmwiki.php/Main/FishPeople
Flat-Earth Atheist,https://tvtropes.org/pmwiki/pmwiki.php/Main/FlatEarthAtheist
Flawed Prototype,https://tvtropes.org/pmwiki/pmwiki.php/Main/FlawedPrototype
Flesh Versus Steel,https://tvtropes.org/pmwiki/pmwiki.php/Main/FleshVersusSteel
Fling a Light into the Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/FlingALightIntoTheFuture
Floating Continent,https://tvtropes.org/pmwiki/pmwiki.php/Main/FloatingContinent
Flying Books,https://tvtropes.org/pmwiki/pmwiki.php/Main/FlyingBooks
Flying Saucer,https://tvtropes.org/pmwiki/pmwiki.php/Main/FlyingSaucer
The Fog of Ages,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheFogOfAges
"Fold the Page, Fold the Space",https://tvtropes.org/pmwiki/pmwiki.php/Main/FoldThePageFoldTheSpace
Food Pills,https://tvtropes.org/pmwiki/pmwiki.php/Main/FoodPills
Forbidden Chekhov's Gun,https://tvtropes.org/pmwiki/pmwiki.php/Main/ForbiddenChekhovsGun
Force-Field Door,https://tvtropes.org/pmwiki/pmwiki.php/Main/ForceFieldDoor
Forgot He Was a Robot,https://tvtropes.org/pmwiki/pmwiki.php/Main/ForgotHeWasARobot
Forgotten Phlebotinum,https://tvtropes.org/pmwiki/pmwiki.php/Main/ForgottenPhlebotinum
Formerly Sapient Species,https://tvtropes.org/pmwiki/pmwiki.php/Main/FormerlySapientSpecies
Formulaic Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/FormulaicMagic
A Form You Are Comfortable With,https://tvtropes.org/pmwiki/pmwiki.php/Main/AFormYouAreComfortableWith
Fossil Revival,https://tvtropes.org/pmwiki/pmwiki.php/Main/FossilRevival
Free-Love Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/FreeLoveFuture
Freak Lab Accident,https://tvtropes.org/pmwiki/pmwiki.php/Main/FreakLabAccident
Frog Men,https://tvtropes.org/pmwiki/pmwiki.php/Main/FrogMen
From a Single Cell,https://tvtropes.org/pmwiki/pmwiki.php/Main/FromASingleCell
From Cataclysm to Myth,https://tvtropes.org/pmwiki/pmwiki.php/Main/FromCataclysmToMyth
FTL Travel Sickness,https://tvtropes.org/pmwiki/pmwiki.php/Main/FTLTravelSickness
Functional Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/FunctionalMagic
Future Badass,https://tvtropes.org/pmwiki/pmwiki.php/Main/FutureBadass
Future Copter,https://tvtropes.org/pmwiki/pmwiki.php/Main/FutureCopter
Future Food Is Artificial,https://tvtropes.org/pmwiki/pmwiki.php/Main/FutureFoodIsArtificial
Future Imperfect,https://tvtropes.org/pmwiki/pmwiki.php/Main/FutureImperfect
Future Music,https://tvtropes.org/pmwiki/pmwiki.php/Main/FutureMusic
Future Slang,https://tvtropes.org/pmwiki/pmwiki.php/Main/FutureSlang
"Future Society, Present Values",https://tvtropes.org/pmwiki/pmwiki.php/Main/FutureSocietyPresentValues
Future Spandex,https://tvtropes.org/pmwiki/pmwiki.php/Main/FutureSpandex
Futuristic Pyramid,https://tvtropes.org/pmwiki/pmwiki.php/Main/FuturisticPyramid
Futuristic Superhighway,https://tvtropes.org/pmwiki/pmwiki.php/Main/FuturisticSuperhighway
Gaia's Lament,https://tvtropes.org/pmwiki/pmwiki.php/Main/GaiasLament
Gaia's Vengeance,https://tvtropes.org/pmwiki/pmwiki.php/Main/GaiasVengeance
Galactic Superpower,https://tvtropes.org/pmwiki/pmwiki.php/Main/GalacticSuperpower
The Game Come to Life,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheGameComeToLife
Gate of Truth,https://tvtropes.org/pmwiki/pmwiki.php/Main/GateOfTruth
Gem Heart,https://tvtropes.org/pmwiki/pmwiki.php/Main/GemHeart
Gemini Destruction Law,https://tvtropes.org/pmwiki/pmwiki.php/Main/GeminiDestructionLaw
Gendercide,https://tvtropes.org/pmwiki/pmwiki.php/Main/Gendercide
Gender Rarity Value,https://tvtropes.org/pmwiki/pmwiki.php/Main/GenderRarityValue
Generation Ships,https://tvtropes.org/pmwiki/pmwiki.php/Main/GenerationShips
